project_id,district,total_land_parcels,acquired_land_parcels,pending_land_parcels,total_landowners,compensation_pending,legal_cases,documents_pending,approval_pending_days,objections_count,survey_completed_percent,current_stage,previous_delay_days,land_pending_percent,delay_status
LA109000,Navsari,1168,557,611,1133,486,6,12,17,18,59.6,Objection,38,52.31,Yes
LA109001,Panchmahal,697,564,133,746,315,8,8,60,11,88.1,Acquisition,11,19.08,Yes
LA109002,Panchmahal,77,47,30,92,16,2,6,0,8,69.6,Compensation,17,38.96,No
LA109003,Panchmahal,1026,712,314,1190,177,4,8,24,19,77.8,Acquisition,65,30.6,No
LA109004,Anand,710,357,353,545,219,4,8,0,7,61.4,Compensation,100,49.72,No
LA109005,Morbi,1169,863,306,684,243,4,14,17,15,76.8,Acquisition,0,26.18,Yes
LA109006,Patan,946,776,170,1229,367,1,10,33,18,86.1,Acquisition,0,17.97,No
LA109007,Navsari,1192,994,198,1591,421,8,7,30,24,87.1,Handover,5,16.61,No
LA109008,Valsad,718,446,272,1027,218,3,5,48,14,90.7,Acquisition,11,37.88,No
LA109009,Gandhinagar,61,13,48,86,28,3,4,7,5,53.3,Objection,57,78.69,No
LA109010,Surat,239,113,126,268,48,3,6,64,7,68.0,Compensation,20,52.72,Yes
LA109011,Patan,715,367,348,969,585,2,13,4,10,66.9,Compensation,38,48.67,Yes
LA109012,Surat,626,378,248,597,196,6,4,38,10,79.8,Acquisition,0,39.62,No
LA109013,Navsari,1202,631,571,1513,324,10,18,71,24,75.0,Acquisition,11,47.5,Yes
LA109014,Ahmedabad,647,376,271,912,420,7,9,73,15,68.7,Compensation,25,41.89,Yes
LA109015,Panchmahal,1298,665,633,1644,716,7,14,34,34,72.5,Acquisition,60,48.77,Yes
LA109016,Surat,322,155,167,298,38,5,3,20,10,83.8,Compensation,89,51.86,No
LA109017,Kheda,608,353,255,541,397,0,12,0,9,83.2,Compensation,1,41.94,No
LA109018,Gandhinagar,1147,705,442,932,369,3,15,38,12,79.5,Acquisition,24,38.54,No
LA109019,Jamnagar,230,141,89,202,68,6,7,14,14,76.2,Compensation,37,38.7,No
LA109020,Junagadh,516,379,137,665,352,8,6,47,14,76.6,Acquisition,27,26.55,Yes
LA109021,Banaskantha,1140,698,442,1347,438,7,8,12,26,69.7,Objection,8,38.77,No
LA109022,Patan,904,469,435,701,114,5,5,1,11,83.5,Compensation,9,48.12,No
LA109023,Valsad,1178,921,257,1402,378,4,9,71,32,75.9,Acquisition,0,21.82,Yes
LA109024,Bharuch,798,412,386,711,84,3,7,0,11,66.7,Compensation,19,48.37,Yes
LA109025,Kheda,1296,745,551,1363,99,3,15,14,26,69.6,Compensation,101,42.52,Yes
LA109026,Amreli,1323,920,403,1169,288,6,14,18,14,80.2,Acquisition,44,30.46,No
LA109027,Ahmedabad,1464,932,532,1492,43,8,7,20,16,83.7,Acquisition,34,36.34,No
LA109028,Sabarkantha,227,142,85,274,78,2,6,14,7,69.6,Compensation,37,37.44,No
LA109029,Navsari,907,522,385,1096,152,4,13,21,15,88.1,Acquisition,91,42.45,Yes
LA109030,Surat,215,168,47,264,28,3,11,20,5,76.8,Acquisition,10,21.86,No
LA109031,Morbi,382,304,78,345,38,3,4,12,6,88.7,Acquisition,0,20.42,No
LA109032,Panchmahal,485,345,140,568,153,7,12,39,7,79.4,Acquisition,2,28.87,Yes
LA109033,Morbi,987,538,449,755,342,6,9,23,9,62.7,Compensation,37,45.49,No
LA109034,Navsari,675,391,284,661,146,4,8,18,4,74.7,Compensation,7,42.07,No
LA109035,Morbi,1304,541,763,1402,257,6,10,6,18,44.0,Notification,0,58.51,No
LA109036,Morbi,483,286,197,564,115,3,8,28,9,78.5,Acquisition,48,40.79,Yes
LA109037,Gandhinagar,945,669,276,1295,717,2,5,26,20,91.6,Acquisition,25,29.21,Yes
LA109038,Morbi,1157,885,272,954,306,5,8,21,13,86.3,Acquisition,39,23.51,No
LA109039,Mehsana,1472,422,1050,1929,879,11,14,14,31,56.5,Objection,4,71.33,Yes
LA109040,Bhavnagar,405,272,133,336,57,4,8,4,7,84.4,Acquisition,64,32.84,No
LA109041,Morbi,1114,868,246,1166,585,5,10,0,19,86.6,Handover,26,22.08,No
LA109042,Amreli,173,132,41,224,35,0,6,32,9,80.5,Acquisition,44,23.7,No
LA109043,Kheda,838,614,224,1006,464,9,8,0,15,85.0,Acquisition,7,26.73,Yes
LA109044,Bharuch,650,408,242,862,140,0,12,10,13,83.4,Acquisition,0,37.23,No
LA109045,Rajkot,1440,904,536,1848,777,4,8,23,20,78.2,Compensation,6,37.22,No
LA109046,Vadodara,1172,645,527,936,160,4,11,65,10,74.1,Compensation,31,44.97,Yes
LA109047,Patan,1395,836,559,2014,979,12,16,39,31,73.4,Compensation,23,40.07,Yes
LA109048,Valsad,1284,767,517,1789,723,6,6,0,30,78.0,Acquisition,2,40.26,Yes
LA109049,Jamnagar,645,405,240,604,65,2,9,0,10,84.1,Acquisition,16,37.21,No
LA109050,Surat,1114,433,681,660,137,6,12,5,7,63.3,Compensation,4,61.13,Yes
LA109051,Anand,94,38,56,77,30,5,12,20,5,71.3,Objection,9,59.57,No
LA109052,Vadodara,859,657,202,1119,300,6,9,12,16,77.7,Acquisition,3,23.52,No
LA109053,Morbi,118,75,43,166,54,2,5,0,5,68.9,Compensation,60,36.44,Yes
LA109054,Bharuch,1100,480,620,1428,374,4,10,15,34,68.8,Compensation,22,56.36,Yes
LA109055,Navsari,1452,1087,365,1317,386,7,6,0,14,80.2,Acquisition,6,25.14,No
LA109056,Patan,1038,538,500,624,143,7,9,40,13,64.7,Objection,16,48.17,Yes
LA109057,Anand,1268,530,738,1288,22,12,4,11,19,67.7,Compensation,13,58.2,Yes
LA109058,Vadodara,390,235,155,347,62,6,12,37,5,82.3,Acquisition,26,39.74,No
LA109059,Mehsana,1492,862,630,986,575,4,11,0,11,71.9,Compensation,21,42.23,Yes
LA109060,Vadodara,849,499,350,548,166,1,9,23,16,64.7,Compensation,14,41.22,Yes
LA109061,Kheda,1028,806,222,707,22,6,12,2,12,84.0,Acquisition,24,21.6,No
LA109062,Panchmahal,1168,581,587,859,324,6,11,23,10,68.1,Compensation,33,50.26,No
LA109063,Panchmahal,978,675,303,1201,849,8,6,10,13,76.6,Acquisition,7,30.98,Yes
LA109064,Kheda,510,252,258,456,133,3,14,33,7,64.4,Acquisition,6,50.59,Yes
LA109065,Patan,937,595,342,884,565,7,12,0,17,82.5,Acquisition,21,36.5,Yes
LA109066,Banaskantha,998,677,321,1086,220,5,12,12,24,70.9,Compensation,18,32.16,Yes
LA109067,Banaskantha,1293,1075,218,1828,1080,9,10,31,16,92.3,Acquisition,30,16.86,No
LA109068,Navsari,748,526,222,921,320,3,8,43,20,77.3,Acquisition,33,29.68,Yes
LA109069,Bhavnagar,778,304,474,880,285,8,10,17,16,63.5,Objection,6,60.93,Yes
LA109070,Surat,780,572,208,951,320,4,10,9,18,89.5,Acquisition,39,26.67,Yes
LA109071,Panchmahal,216,144,72,259,128,0,11,44,13,71.3,Acquisition,47,33.33,Yes
LA109072,Bharuch,180,104,76,211,46,2,13,12,6,73.3,Acquisition,43,42.22,No
LA109073,Bhavnagar,79,58,21,79,28,4,9,2,4,87.3,Handover,7,26.58,No
LA109074,Patan,1016,632,384,1077,585,4,12,47,14,84.3,Acquisition,92,37.8,Yes
LA109075,Kheda,657,537,120,634,386,4,6,58,12,90.6,Handover,7,18.26,Yes
LA109076,Ahmedabad,1306,576,730,1183,196,6,12,33,10,67.9,Objection,2,55.9,No
LA109077,Patan,1068,665,403,848,381,4,15,67,15,71.3,Compensation,20,37.73,Yes
LA109078,Patan,255,160,95,222,117,2,8,32,10,84.1,Acquisition,59,37.25,Yes
LA109079,Panchmahal,195,114,81,182,113,4,9,0,3,73.0,Compensation,27,41.54,Yes
LA109080,Bharuch,581,531,50,623,211,5,2,13,7,86.9,Acquisition,10,8.61,No
LA109081,Bharuch,1386,692,694,1386,536,3,13,22,17,60.0,Compensation,25,50.07,Yes
LA109082,Valsad,120,85,35,78,35,1,6,44,7,85.4,Compensation,7,29.17,No
LA109083,Amreli,321,161,160,275,49,2,7,3,9,55.7,Compensation,13,49.84,Yes
LA109084,Navsari,92,57,35,82,36,4,7,18,6,81.4,Compensation,0,38.04,No
LA109085,Kheda,650,311,339,771,369,4,4,0,14,70.4,Compensation,29,52.15,No
LA109086,Junagadh,1485,852,633,1262,286,11,12,15,24,73.5,Acquisition,0,42.63,Yes
LA109087,Patan,1042,680,362,581,346,10,7,0,12,67.3,Compensation,40,34.74,Yes
LA109088,Ahmedabad,766,702,64,479,203,5,8,66,11,92.0,Handover,38,8.36,No
LA109089,Amreli,259,160,99,258,60,1,8,9,11,78.6,Acquisition,0,38.22,No
LA109090,Ahmedabad,565,347,218,407,180,5,9,36,7,76.5,Acquisition,0,38.58,Yes
LA109091,Anand,811,574,237,807,166,2,12,83,10,78.6,Acquisition,27,29.22,Yes
LA109092,Navsari,448,347,101,478,249,2,1,27,19,66.3,Handover,13,22.54,Yes
LA109093,Valsad,1073,615,458,1492,395,4,4,2,22,72.3,Compensation,36,42.68,Yes
LA109094,Patan,1471,1165,306,1677,808,8,6,21,17,77.5,Acquisition,0,20.8,No
LA109095,Amreli,348,248,100,201,51,6,6,38,7,80.5,Compensation,6,28.74,Yes
LA109096,Mehsana,416,373,43,371,125,5,9,9,5,91.9,Handover,14,10.34,No
LA109097,Bharuch,233,182,51,295,98,2,3,41,11,79.7,Compensation,6,21.89,No
LA109098,Kheda,1103,907,196,865,481,8,12,85,11,91.3,Handover,38,17.77,Yes
LA109099,Junagadh,719,514,205,994,195,3,9,1,16,83.3,Acquisition,1,28.51,No
LA109100,Navsari,461,346,115,473,38,6,4,0,5,88.3,Acquisition,8,24.95,Yes
LA109101,Bharuch,368,211,157,233,80,3,7,64,10,66.8,Objection,38,42.66,Yes
LA109102,Surat,152,111,41,117,3,2,11,61,5,73.4,Compensation,29,26.97,No
LA109103,Navsari,740,450,290,1011,147,4,13,43,22,61.2,Compensation,10,39.19,Yes
LA109104,Rajkot,1041,852,189,1501,538,5,8,7,20,81.5,Acquisition,0,18.16,No
LA109105,Amreli,391,228,163,519,138,2,6,57,4,75.3,Acquisition,49,41.69,No
LA109106,Sabarkantha,52,24,28,44,20,4,9,21,5,64.6,Compensation,40,53.85,No
LA109107,Sabarkantha,736,423,313,914,157,8,9,12,13,77.8,Acquisition,0,42.53,No
LA109108,Banaskantha,1030,651,379,773,94,7,14,44,9,74.1,Acquisition,13,36.8,Yes
LA109109,Amreli,550,502,48,493,92,6,8,96,15,92.7,Handover,95,8.73,Yes
LA109110,Valsad,413,190,223,486,138,3,13,31,6,64.9,Objection,36,54.0,Yes
LA109111,Valsad,273,159,114,388,215,5,11,35,13,72.5,Compensation,0,41.76,No
LA109112,Gandhinagar,1132,847,285,1070,157,4,3,26,24,80.2,Acquisition,31,25.18,No
LA109113,Surat,1300,970,330,1295,647,5,4,22,13,88.9,Acquisition,55,25.38,No
LA109114,Gandhinagar,1166,492,674,872,14,3,12,10,11,58.0,Objection,62,57.8,Yes
LA109115,Jamnagar,801,567,234,731,155,5,9,6,18,72.2,Acquisition,15,29.21,No
LA109116,Surat,1100,640,460,667,222,4,7,18,15,70.7,Objection,38,41.82,Yes
LA109117,Anand,625,442,183,827,130,3,6,17,12,89.0,Acquisition,0,29.28,No
LA109118,Amreli,85,60,25,49,24,4,5,21,10,81.2,Acquisition,0,29.41,Yes
LA109119,Anand,583,345,238,679,385,5,6,3,17,67.9,Acquisition,46,40.82,No
LA109120,Patan,1071,1048,23,852,162,2,2,17,14,84.3,Handover,44,2.15,No
LA109121,Gandhinagar,989,764,225,968,127,0,7,6,13,74.4,Acquisition,12,22.75,No
LA109122,Ahmedabad,1486,1456,30,1194,313,4,9,2,19,94.9,Handover,11,2.02,No
LA109123,Mehsana,1497,679,818,1362,104,4,10,34,21,68.9,Compensation,45,54.64,Yes
LA109124,Banaskantha,402,360,42,419,132,2,12,0,8,86.8,Handover,22,10.45,No
LA109125,Bhavnagar,63,43,20,71,46,8,8,15,3,66.0,Acquisition,6,31.75,No
LA109126,Amreli,447,331,116,624,196,6,10,33,9,85.2,Acquisition,5,25.95,No
LA109127,Surat,1321,884,437,1122,183,11,9,25,19,82.5,Handover,9,33.08,Yes
LA109128,Bharuch,1230,1017,213,1324,374,9,9,0,20,86.6,Handover,56,17.32,No
LA109129,Bhavnagar,193,144,49,263,105,1,4,20,9,88.7,Acquisition,8,25.39,No
LA109130,Valsad,282,155,127,229,69,4,8,36,7,78.5,Compensation,18,45.04,Yes
LA109131,Junagadh,867,523,344,1152,789,6,8,18,20,85.8,Acquisition,27,39.68,Yes
LA109132,Bhavnagar,1008,633,375,1423,70,5,6,25,26,88.8,Acquisition,46,37.2,No
LA109133,Banaskantha,1475,836,639,1936,647,11,11,15,28,67.4,Compensation,59,43.32,Yes
LA109134,Jamnagar,1145,798,347,1217,500,10,12,74,22,75.3,Acquisition,30,30.31,Yes
LA109135,Amreli,357,167,190,428,224,9,4,70,7,69.5,Objection,12,53.22,Yes
LA109136,Bhavnagar,103,77,26,101,46,7,7,2,3,81.9,Handover,22,25.24,No
LA109137,Gandhinagar,969,656,313,1054,267,7,11,47,22,75.2,Compensation,78,32.3,No
LA109138,Vadodara,853,665,188,1217,132,5,8,18,24,85.8,Acquisition,20,22.04,No
LA109139,Vadodara,1387,924,463,1076,297,9,8,4,19,72.4,Compensation,11,33.38,No
LA109140,Bhavnagar,885,473,412,1118,122,6,7,0,10,64.6,Compensation,14,46.55,No
LA109141,Navsari,777,620,157,781,287,8,11,9,17,78.5,Acquisition,0,20.21,No
LA109142,Valsad,490,409,81,348,54,3,7,28,10,88.3,Handover,72,16.53,No
LA109143,Bharuch,175,54,121,198,156,5,8,45,11,57.2,Objection,3,69.14,Yes
LA109144,Mehsana,1321,950,371,1669,246,11,14,30,31,66.6,Acquisition,11,28.08,Yes
LA109145,Morbi,1248,915,333,1325,571,3,6,18,30,93.5,Acquisition,9,26.68,No
LA109146,Patan,286,156,130,373,84,5,11,56,5,67.7,Compensation,7,45.45,No
LA109147,Vadodara,1071,996,75,942,144,7,5,20,8,79.4,Handover,1,7.0,Yes
LA109148,Junagadh,578,403,175,793,518,3,9,15,16,77.0,Acquisition,19,30.28,No
LA109149,Rajkot,684,336,348,775,55,2,7,57,11,70.2,Compensation,8,50.88,No
LA109150,Kheda,1281,923,358,1631,574,9,13,10,21,80.5,Acquisition,0,27.95,No
LA109151,Banaskantha,1271,1041,230,1011,322,6,13,9,20,87.8,Handover,13,18.1,No
LA109152,Mehsana,326,187,139,310,131,3,8,21,8,68.3,Compensation,11,42.64,No
LA109153,Amreli,496,297,199,679,162,5,10,42,11,77.1,Compensation,56,40.12,Yes
LA109154,Rajkot,1241,569,672,739,161,4,12,52,14,71.3,Compensation,0,54.15,No
LA109155,Panchmahal,1380,778,602,1261,332,8,15,9,18,79.9,Compensation,15,43.62,Yes
LA109156,Anand,164,88,76,205,59,2,9,7,12,73.7,Compensation,14,46.34,Yes
LA109157,Junagadh,1259,986,273,1535,670,4,4,22,26,77.5,Compensation,0,21.68,Yes
LA109158,Banaskantha,759,400,359,999,185,3,8,26,14,77.0,Compensation,0,47.3,No
LA109159,Mehsana,906,688,218,1101,197,4,6,16,13,85.7,Handover,17,24.06,Yes
LA109160,Valsad,159,121,38,223,126,1,10,5,9,74.6,Compensation,10,23.9,No
LA109161,Ahmedabad,1037,729,308,1035,388,3,9,5,20,76.0,Acquisition,32,29.7,Yes
LA109162,Morbi,1033,738,295,1149,667,1,8,17,7,70.0,Compensation,45,28.56,No
LA109163,Bharuch,1011,726,285,1327,386,3,8,10,22,88.7,Acquisition,1,28.19,No
LA109164,Bhavnagar,1197,893,304,1414,567,9,12,0,18,80.2,Acquisition,81,25.4,Yes
LA109165,Bhavnagar,1422,941,481,913,616,4,10,3,16,67.7,Acquisition,21,33.83,Yes
LA109166,Junagadh,1283,1016,267,1129,632,9,10,4,14,81.5,Handover,43,20.81,Yes
LA109167,Bharuch,1130,720,410,1183,252,4,6,13,14,67.8,Compensation,19,36.28,No
LA109168,Patan,1473,1021,452,1811,241,7,6,14,20,92.0,Acquisition,51,30.69,No
LA109169,Bharuch,1028,697,331,1068,646,5,10,4,21,73.6,Compensation,19,32.2,Yes
LA109170,Surat,1025,739,286,1281,714,5,18,25,19,79.2,Acquisition,28,27.9,Yes
LA109171,Gandhinagar,836,528,308,1090,269,5,13,61,17,76.8,Acquisition,13,36.84,Yes
LA109172,Bhavnagar,1165,716,449,919,160,10,5,0,11,79.4,Acquisition,57,38.54,No
LA109173,Mehsana,153,104,49,169,74,2,6,31,9,76.0,Handover,7,32.03,No
LA109174,Navsari,783,533,250,823,180,4,11,6,20,89.0,Acquisition,19,31.93,Yes
LA109175,Patan,667,453,214,503,221,4,8,11,12,83.7,Handover,7,32.08,No
LA109176,Panchmahal,1374,795,579,1361,91,14,16,39,18,62.0,Objection,1,42.14,Yes
LA109177,Ahmedabad,155,116,39,162,39,3,8,37,6,76.5,Acquisition,10,25.16,Yes
LA109178,Rajkot,984,830,154,1265,171,7,12,0,21,90.4,Acquisition,36,15.65,No
LA109179,Mehsana,317,228,89,306,173,6,7,7,8,87.7,Acquisition,18,28.08,No
LA109180,Gandhinagar,1332,754,578,830,214,4,8,15,12,79.6,Compensation,30,43.39,Yes
LA109181,Navsari,1286,568,718,1271,235,9,17,10,17,65.2,Objection,9,55.83,Yes
LA109182,Junagadh,391,292,99,510,202,4,5,22,17,74.2,Acquisition,3,25.32,No
LA109183,Rajkot,1314,1006,308,1398,430,8,8,40,12,85.9,Acquisition,15,23.44,No
LA109184,Jamnagar,770,509,261,644,146,5,6,27,16,79.1,Compensation,0,33.9,Yes
LA109185,Surat,1458,1108,350,2010,378,5,6,4,26,85.7,Handover,5,24.01,No
LA109186,Banaskantha,1108,821,287,765,196,3,8,3,8,79.2,Compensation,0,25.9,No
LA109187,Valsad,100,49,51,84,32,3,5,11,6,71.7,Compensation,8,51.0,No
LA109188,Surat,344,250,94,325,93,4,6,34,7,88.5,Acquisition,8,27.33,No
LA109189,Ahmedabad,635,506,129,771,171,3,8,46,18,84.7,Acquisition,26,20.31,No
LA109190,Jamnagar,356,260,96,464,25,3,7,60,7,82.3,Handover,50,26.97,No
LA109191,Surat,242,199,43,146,39,6,4,2,2,82.9,Handover,7,17.77,No
LA109192,Morbi,1469,1110,359,1855,808,11,6,47,31,79.9,Acquisition,9,24.44,No
LA109193,Surat,1311,672,639,1571,269,4,11,47,17,71.6,Objection,19,48.74,Yes
LA109194,Navsari,680,204,476,922,286,6,8,60,14,75.7,Objection,8,70.0,Yes
LA109195,Amreli,362,267,95,492,19,1,6,13,14,83.3,Handover,0,26.24,No
LA109196,Anand,313,83,230,391,112,5,6,117,7,51.4,Objection,33,73.48,Yes
LA109197,Surat,1378,1068,310,994,232,3,12,17,15,83.9,Acquisition,5,22.5,No
LA109198,Valsad,530,338,192,441,306,5,9,14,11,61.4,Compensation,62,36.23,No
LA109199,Bharuch,68,46,22,95,31,3,8,15,7,89.0,Acquisition,88,32.35,No
LA109200,Mehsana,626,379,247,681,41,3,11,6,8,67.1,Acquisition,6,39.46,No
LA109201,Bhavnagar,709,533,176,734,256,3,10,11,13,78.5,Acquisition,19,24.82,Yes
LA109202,Ahmedabad,954,700,254,1311,255,5,6,14,19,81.6,Acquisition,11,26.62,No
LA109203,Amreli,541,425,116,723,514,4,6,15,14,86.5,Acquisition,15,21.44,Yes
LA109204,Mehsana,1389,828,561,1673,334,5,10,18,33,91.2,Handover,19,40.39,Yes
LA109205,Bharuch,983,737,246,1321,368,3,10,20,22,85.7,Handover,36,25.03,No
LA109206,Junagadh,1481,948,533,966,617,5,8,58,16,76.3,Compensation,13,35.99,Yes
LA109207,Navsari,582,432,150,717,90,2,8,25,11,76.0,Acquisition,43,25.77,Yes
LA109208,Bharuch,995,435,560,1412,373,4,6,91,24,48.9,Compensation,34,56.28,Yes
LA109209,Bharuch,580,327,253,345,176,3,9,0,8,73.9,Acquisition,0,43.62,No
LA109210,Gandhinagar,1065,375,690,800,248,1,11,21,17,67.3,Objection,32,64.79,No
LA109211,Amreli,1131,523,608,1430,321,3,8,76,12,74.6,Compensation,0,53.76,Yes
LA109212,Jamnagar,516,386,130,525,192,6,8,22,10,73.2,Acquisition,0,25.19,No
LA109213,Gandhinagar,1410,1027,383,885,113,7,12,0,16,85.0,Acquisition,5,27.16,No
LA109214,Jamnagar,1293,635,658,1023,158,7,8,17,19,75.8,Compensation,0,50.89,Yes
LA109215,Vadodara,1347,709,638,1134,167,5,14,48,15,77.9,Compensation,27,47.36,Yes
LA109216,Amreli,366,214,152,307,143,1,9,70,11,69.1,Compensation,3,41.53,No
LA109217,Amreli,1091,898,193,1462,329,4,14,0,22,91.9,Acquisition,44,17.69,No
LA109218,Gandhinagar,204,171,33,234,50,2,9,2,7,79.2,Handover,59,16.18,No
LA109219,Morbi,203,114,89,246,120,5,6,16,16,69.9,Compensation,21,43.84,Yes
LA109220,Bhavnagar,1462,1046,416,822,201,7,7,0,24,79.6,Acquisition,16,28.45,No
LA109221,Gandhinagar,271,217,54,253,49,5,9,12,8,91.2,Handover,10,19.93,No
LA109222,Mehsana,1303,520,783,1089,385,5,10,102,21,46.7,Objection,2,60.09,Yes
LA109223,Bharuch,675,517,158,889,397,3,9,6,15,71.7,Acquisition,12,23.41,Yes
LA109224,Sabarkantha,490,281,209,690,233,4,9,14,16,61.5,Compensation,65,42.65,Yes
LA109225,Morbi,156,116,40,145,17,4,4,34,4,67.6,Acquisition,23,25.64,No
LA109226,Panchmahal,1029,621,408,1467,395,7,5,0,19,67.9,Compensation,11,39.65,Yes
LA109227,Kheda,1096,213,883,617,101,4,7,35,12,50.0,Notification,1,80.57,Yes
LA109228,Rajkot,727,466,261,613,158,7,9,69,8,83.9,Acquisition,39,35.9,No
LA109229,Anand,1225,829,396,1528,384,4,5,7,38,72.1,Compensation,41,32.33,Yes
LA109230,Gandhinagar,518,279,239,453,176,4,6,38,8,69.1,Compensation,6,46.14,Yes
LA109231,Bharuch,850,507,343,1172,382,9,7,11,22,72.2,Compensation,24,40.35,No
LA109232,Jamnagar,466,251,215,348,228,1,6,70,5,74.4,Acquisition,3,46.14,Yes
LA109233,Junagadh,894,794,100,1132,709,9,5,37,10,85.7,Handover,24,11.19,Yes
LA109234,Rajkot,247,168,79,181,97,3,5,19,6,65.8,Acquisition,7,31.98,No
LA109235,Surat,740,401,339,538,115,5,13,5,10,69.4,Compensation,0,45.81,No
LA109236,Patan,847,412,435,806,141,7,7,1,12,64.2,Compensation,17,51.36,Yes
LA109237,Bharuch,857,457,400,1200,734,8,8,25,21,54.8,Objection,10,46.67,Yes
LA109238,Banaskantha,698,557,141,752,534,5,6,51,20,81.1,Handover,26,20.2,Yes
LA109239,Patan,983,498,485,1102,282,13,12,0,17,78.9,Acquisition,0,49.34,Yes
LA109240,Jamnagar,793,607,186,443,135,6,7,31,8,81.5,Handover,23,23.46,Yes
LA109241,Sabarkantha,460,368,92,276,35,2,11,15,3,86.3,Handover,3,20.0,No
LA109242,Patan,362,210,152,221,79,2,9,7,9,69.1,Compensation,26,41.99,No
LA109243,Panchmahal,989,677,312,1274,122,6,7,42,24,88.3,Compensation,16,31.55,No
LA109244,Jamnagar,1411,629,782,1077,444,3,21,1,17,66.3,Compensation,12,55.42,Yes
LA109245,Bhavnagar,1142,475,667,966,398,5,12,37,18,84.1,Compensation,52,58.41,Yes
LA109246,Anand,976,477,499,1073,183,6,12,13,19,68.4,Compensation,61,51.13,Yes
LA109247,Vadodara,1387,713,674,1492,302,6,8,67,23,82.7,Acquisition,3,48.59,Yes
LA109248,Banaskantha,1355,890,465,1246,432,10,8,8,14,82.7,Compensation,35,34.32,No
LA109249,Mehsana,784,553,231,434,116,4,8,32,8,78.5,Compensation,43,29.46,Yes
LA109250,Jamnagar,208,78,130,199,120,2,8,41,19,62.5,Objection,28,62.5,Yes
LA109251,Bharuch,970,596,374,1179,207,3,5,1,16,61.7,Compensation,7,38.56,Yes
LA109252,Anand,953,778,175,726,41,2,6,69,20,74.5,Handover,4,18.36,No
LA109253,Morbi,452,198,254,537,49,1,7,84,16,55.6,Compensation,1,56.19,Yes
LA109254,Amreli,1282,880,402,723,83,1,14,64,16,74.9,Acquisition,14,31.36,No
LA109255,Surat,1312,749,563,1794,966,6,13,2,29,84.7,Acquisition,57,42.91,No
LA109256,Patan,530,349,181,745,180,4,4,0,17,76.3,Acquisition,16,34.15,No
LA109257,Jamnagar,741,380,361,409,143,2,6,37,4,77.5,Compensation,14,48.72,Yes
LA109258,Banaskantha,333,157,176,320,67,1,2,13,6,76.6,Compensation,0,52.85,No
LA109259,Ahmedabad,308,149,159,284,50,3,13,1,5,73.4,Compensation,5,51.62,No
LA109260,Mehsana,434,261,173,568,22,7,12,80,10,74.2,Acquisition,70,39.86,Yes
LA109261,Sabarkantha,580,381,199,601,318,6,7,9,10,78.2,Acquisition,0,34.31,Yes
LA109262,Jamnagar,446,275,171,491,75,5,5,18,6,74.8,Acquisition,6,38.34,No
LA109263,Sabarkantha,270,176,94,198,97,2,6,0,6,87.9,Handover,3,34.81,No
LA109264,Junagadh,698,448,250,432,102,2,12,15,9,75.4,Acquisition,28,35.82,No
LA109265,Jamnagar,954,708,246,1119,612,5,6,42,12,91.9,Handover,0,25.79,No
LA109266,Junagadh,522,321,201,579,57,5,8,27,8,72.8,Compensation,47,38.51,No
LA109267,Patan,824,624,200,1070,523,6,11,19,19,89.1,Acquisition,8,24.27,No
LA109268,Panchmahal,443,189,254,580,162,2,6,10,7,73.2,Compensation,18,57.34,No
LA109269,Bharuch,1071,677,394,1197,77,7,12,17,16,81.7,Compensation,3,36.79,No
LA109270,Jamnagar,990,702,288,1024,711,7,9,15,16,77.6,Acquisition,4,29.09,Yes
LA109271,Navsari,1443,934,509,1981,394,9,12,81,31,69.2,Compensation,52,35.27,Yes
LA109272,Banaskantha,126,64,62,160,102,4,5,16,12,75.2,Compensation,11,49.21,Yes
LA109273,Mehsana,1287,690,597,1730,586,11,10,70,23,73.7,Acquisition,3,46.39,Yes
LA109274,Junagadh,543,277,266,785,250,4,7,45,15,68.4,Objection,18,48.99,Yes
LA109275,Anand,145,71,74,132,52,3,6,54,3,51.6,Objection,22,51.03,Yes
LA109276,Junagadh,1050,641,409,1255,668,4,12,0,14,69.2,Compensation,2,38.95,No
LA109277,Bhavnagar,299,188,111,350,90,6,9,8,5,87.0,Handover,15,37.12,No
LA109278,Rajkot,305,194,111,216,148,2,7,0,8,71.3,Compensation,61,36.39,Yes
LA109279,Rajkot,1471,1351,120,1652,659,7,7,42,22,90.1,Handover,13,8.16,Yes
LA109280,Patan,370,229,141,346,136,1,3,3,8,72.4,Compensation,55,38.11,Yes
LA109281,Banaskantha,843,482,361,806,275,6,19,45,16,77.1,Compensation,55,42.82,Yes
LA109282,Morbi,341,205,136,243,61,2,9,40,9,64.8,Compensation,23,39.88,No
LA109283,Bhavnagar,229,141,88,279,42,2,9,0,11,72.2,Acquisition,0,38.43,Yes
LA109284,Ahmedabad,51,37,14,60,15,5,4,14,10,86.6,Acquisition,53,27.45,No
LA109285,Bhavnagar,73,48,25,75,21,1,5,39,7,69.8,Compensation,7,34.25,No
LA109286,Patan,737,606,131,509,89,2,5,73,13,92.9,Handover,5,17.77,Yes
LA109287,Rajkot,679,396,283,714,108,5,6,26,10,70.3,Compensation,6,41.68,Yes
LA109288,Junagadh,106,95,11,68,16,2,9,4,6,91.4,Handover,56,10.38,No
LA109289,Bhavnagar,557,269,288,476,140,4,6,17,10,66.5,Objection,4,51.71,No
